Place_Id,Place_Name,Description,Category,City,Price,Rating
71,Pantai Ngobaran,"Pantai Ngobaran merupakan salah satu tempat wisata alam yang terletak di gugusan laut pantai selatan tepatnya di Desa Kanigoro, kecamatan Saptosari Kabupaten Gunungkidul Daerah Istimewa Yogyakarta 2 km dari pantai Ngrenehan.\nPantai ini sangat indah jika air surut maka tampaklah kolam kolam kecil yang terbentuk dari karang karang yang tertutp oleh alga (rumput laut yang hijau sebagai bahan baku kosmetik) dan terdapat banyak biota laut lainnya yang mungkin terjebak di kolam karang tersebut. Hal inilah yang menopanng kehidupan nelayan darat yakni para nelayan yang tidak memerlukan kapal atau perahu untuk mendapatkan hasil laut cukup beraktivitas dipinggir pantai. Biota laut yang sering di dapat adalah Lobster, landak laut, kerang-kerangan, bintang laut dan rumput laut itu sendiri tentunya .",Bahari,Yogyakarta,5000,3
72,Pantai Pulang Sawal,"Pantai Pulang Sawal yang ada di Kecamatan Tepus bisa dicoba. Wisatawan lebih akrab dengan nama Indrayanti untuk merujuk pantai ini. Tidak hanya pengunjung lokal, wisatawan mancanegara pun terpikat dengan pesonanya.",Bahari,Yogyakarta,10000,2
73,Pantai Baron,"Pantai Baron adalah salah satu objek wisata berupa pantai yang terletak di Desa Kemadang, Kecamatan Tanjungsari, Kabupaten Gunungkidul. Lokasi Pantai Baron dapat ditempuh 40 km daeri pusat kota Yogyakarta. Asal mula nama Pantai Baron berasal dari nama seorang bangsawan asal Belanda yang bernama Baron Skeber. Bangsawan tersebut pernah mendaratkan kapalnya di pantai selatan tepatnya di pantai yang saat ini terkenal dengan sebutan Pantai Baron. Jalan menuju objek wisata Pantai Baron cukup baik untuk dilalui kendaraan pribadi, sepeda motor dan bus.Objek wisata Pantai Baron merupakan pantai yang membentuk cekungan. Seperti pantai lainnya, di Pantai Baron tersedia aneka ikan laut beserta olahannya. Ikan yang biasanya dijual di Pantai Baron adalah udang windu, kakap, bawal putih dan tongkol. Pantai Baron memiliki fasilitas berupa tempat pelelangan ikan, wahana permainan anak-anak, perahu bermesin, dan toko cenderamata. Buah sirkaya, pisang tanduk, sirsak, dan berbagai macam cenderamata yang terbuat dari kerang laut. Cenderamata berbahan kerang yang banyak dijual di Pantai Baron adalah bros, tirai kerang, lampu hias, cermin berhias karang, figura, dan aneka karakter hewan yang juga terbuat dari kerang laut.Upacara sedekah laut adalah upacara yang masih sering dilakukan oleh masyarakat Gunungkidul. Pantai Baron adalah salah satu tempat untuk menyelenggarakan upacara sedekah laut tersebut. Upacara sedekah laut diselenggarakan setiap tanggal satu Syuro dalam penanggalan Jawa. Upacara sedekah laut dilakukan sebagai ungkapan rasa syukur penduduk setempat atas melimpahnya tangkapan ikan di Pantai Baron. Awalnya, sebagaian besar penduduk di sekitar Pantai Baron bukanlah nelayan melainkan petani yang mengolah kebun. Suatu ketika ada seseorang yang memulai menangkap ikan di pinggiran pantai dan mendapatkan banyak ikan, kemudian banyak penduduk yang mengikuti orang tersebut untuk menangkap ikan. Semakin lama, ikan di pinggir pantai semakin sedikit kemudian penduduk mencoba menangkap ikan ketengah laut menggunakan rakit kayu. Adanya kapal di pantai ini karena suatu ketika terjadi tragedi nelayan yang saat menangkap ikan di tengah laut digigit oleh ikan hiu maka kabar ini pun tersiar di mana-mana dan menjadikan pemerintah menyumbangkan perahu untuk nelayan Pantai Baron.Keunikan Pantai Baron adalah adanya sunga bawah tanah yang mengalir cukup deras ke arah lautan. Sungai bawah tanah tersebut mengalir ke arah laut dan membentuk sebuah sungai. Uniknya sungai bawah tanah yang ada di Pantai Baron adalah rasa airnya yang tawar meskipun berada sangat dekat dengan laut. Pengunjung yang tidak berani bermain dan berenang di laut dapat bermain air dan berenang dialiran sungai bawah tanah tersebut. Pemandangan lain yang ada di Pantai Baron adalah sebuah bukit yang berada di sekitar pantai. Pengunjung dapat menikmati keindahan pantai dari atas bukit tersebut.",Bahari,Yogyakarta,10000,2
74,Pantai Pok Tunggal,"Pantai Pok Tunggal atau biasa disebut ""the hidden paradise"" (surga yang tersembunyi) adalah salah satu objek wisata yang ada di Yogyakarta tepatnya di Desa Tepus, Tepus, Gunung Kidul, Yogyakarta. Jika dihitung dari kota, maka jarak tempuhnya sejauh 80 km atau sekitar 2 jam perjalanan.\nNama Pantai Pok Tunggal diambil karena dipantai tersebut terdapat sebuah pohon duras tua yang berdiri kokoh hingga saat ini. Pantai ini dikelilingi oleh tebing perbukitan karst. Terdapat tebing-tebing karang yang ditumbuhi oleh pepohonan yang lebat dan didalamnya dihuni oleh kera-kera yang jinak. Uniknya, pantai ini memiliki aliran sungai air tawar dibawah tanah yang menjadi sumber kehidupan bagi masyarakat sekitar pantai. Layaknya pantai selatan lainnya, Pantai Pok Tunggal memiliki pasir putih yang halus dan membentang sepanjang pantai. Sampai saat ini Pantai Pok Tunggal masih terjaga kebersihan dan kealamiannya.\nPantai ini sangat ramai dikunjungi baik saat liburan maupun saat hari biasa. Terdapat banyak sekali aktivitas-aktivitas yang ditawarkan di Pantai Pok Tunggal, seperti diving, snorkeling, berenang, berkemah, berfoto di spot-spot foto yang indah, hingga aktivitas ekstrem seperti rock climbing.",Bahari,Yogyakarta,10000,2
75,Hutan Pinus Asri,"Hampir semua kawasan di daerah Dlingo dan sekitarnya banyak ditumbuhi pohon pinus. Salah satunya adalah kawasan Hutan Pinus Asri yang ada di Dusun Karangasem. Karena keindahannya, tak heran jika banyak wisatawan datang untuk berfoto. Udara sejuk berkolaborasi dengan jajaran pohon pinus nan indah. Jika diperhatikan, pemandangan pohon pinus ini terlihat seperti pemandangan di Northwest Pacific. Apalagi, kabut tipis di pagi hari menyelimuti dengan tenangnya.",Cagar Alam,Yogyakarta,2500,2
76,Pasar Kebon Empring Bintaran,"Pasar Kebon Empring merupakan salah satu objek wisata di Kecamatan Piyungan yang menawarkan kuliner tradisional seperti sego atau nasi wader, jangan lombok, sego lele, sego welut, sego wiwit, tengkleng, sego mentel, geblek hingga dawet batok dan seruni. Harga yang ditawarkan relatif murah, mulai dari Rp3.000 sampai Rp17.000. Pasar Kebon Pring mulai dibuka untuk kunjungan wisatawan pada 17 Mei 2018. Dinamakan Pasar Kebon Empring karena hampir sekeliling objek wisata tersebut adalah pohon bambu atau empring dalam bahasa jawa. Lokasi tersebut mulai menjadi objek wisata awalnya karena banyak orang yang berswafoto di jembatan Kali Gawe dalam lokasi pasar Kebon Empring. Setelah jembatan Kali Gawe diresmikan pada Februari 2018, empat bulan kemudian warga setempat memanfaatkannya dan mengembangkan menjadi lokasi wisata dengan menambah sarana dan prasarana penunjang wisata seperti taman, destinasi swafoto, bale di atas Kali Gawe.",Pusat Perbelanjaan,Yogyakarta,0,2
77,"Bukit Paralayang, Watugupit","Bukit Paralayang Parangtritis merupakan tempat wisata di Yogyakarta, tempat ini mensajikan pemandangan pantai parangtritis dari atas bukit dengan ketinggian 900 mdpl dan pemandangan matahari terbenam. selain itu di bukit paralayang parangtritis terdapat olahraga ekstrem paralayang, bagi wisatawan yang tertarik,terdapat ahli yang mendampingi. Awalnya bukit ini hanya perbukitan biasa. Kemudian pada tahun 1991 dibuat landasan beton pertama yang digunakan untuk olahraga paralayang. Kemudian dilanjutkan pembangunan fasilitas pendopo, tangga, dan area parkir pada tahun 1998",Cagar Alam,Yogyakarta,5000,3
78,Kampung Wisata Dipowinatan,"Kampung Wisata Dipowinatan adalah sebuah kampung yang dikembangkan oleh Dinas Pariwisata Yogyakarta untuk tujuan pariwisata. Kampung tersebut merupakan salah satu dari 17 yang saat ini sedang dikembangkan oleh Pemerintah Kota Yogyakarta. Pepatnya, Kampung Dipowinatan terdapat di Kelurahan Keparakan, Kecamatan Mergangsan, Kota Yogyakarta. Keunggulan utama yang ditonjolkan oleh kampung itu adalah adanya konsep live in atau rekreasi yang berpadu dengan masyarakat sekitar sekaligus membaur dengan unsur budaya dan lokalitas masyarakat yang ada. Di dalam kampung tersebut, pengunjung akan disuguhi beberapa fasilitas unik seperti berkunjung ke rumah-rumah keluarga Jawa dengan mengenakan pakaian adat Jawa dan ditambah dengan adanya hiburan kesenian sekaligus sajian kuliner khas Jawa.",Budaya,Yogyakarta,220000,2
79,Watu Mabur Mangunan,"Kawasan Tebing Watu Mabur ini terbilang belum lama dikenal oleh masyarakat. Hal ini memang terjadi karena dahulu potensi wisata di kawasan Mangunan belum dikembangkan sedemikian rupa. Dahulu Kawasan Tebing Watu Mabur merupakan kawasan yang digunakan untuk perkemahan. Area perkemahannya sendiri cukup luas yang bisa menampung puluhan tenda besar. Sampai sekarang kawasan perkemahannya masih ada, namun jarang digunakan untuk aktivitas perkemahan, karena di Yogyakarta begitu banyak spot untuk berkemah. Mengunjungi Tebing Watu Mabur tidak lengkap jika tidak mencoba beberapa spot fotonya yang sekarang sangat hits. Spot foto yang paling terkenal ialah jalan raya / landasan pacu yang ujungnya tepat menghadap jurang. Sehingga ketika anda foto di tempat ini seperti sedang berada di jalan yang tidak berujung.",Cagar Alam,Yogyakarta,2500,2
80,Pintoe Langit Dahromo,"Pintu Langit Dahromo ini menyediakan berbagai spot selfie yang hitz dan instagramable dengan latar belakang panorama keindahan sebagian Kota Jogja yang istimewa. Adapun berbagai spot foto tersebut seperti spot foto rumah dengan bunga-bunga disekitarnya, pintu langit, gardu pandang yang berbentuk love, dan ada juga sayap capung. Pintu Langit Dahromo berlokasi di Jl. Dahromo, Karang Asem, Muntuk, Dlingo, Bantul, Daerah Istimewa Yogyakarta 55783. Tepatnya berada di jalur wisata perbukitan sebelah selatan bukit Lintang Sewu. Untuk mencapai Pintu Langit ini, rute perjalanan yang dilalui cukup mudah karena berada dekat dengan wisata lainnya.",Cagar Alam,Yogyakarta,2500,2
81,Green Village Gedangsari,"Wisata Green Village Gedangsari Gunungkidul merupakan wisata alam cukup menakjubkan, pesona alam berupa hamparan pepohonan hijau rindang serta udara sejuk, bahkan sekarang telah hadir loh wahana flying fox terpanjang se Asia Tenggara. Berada di dataran tinggi, pengunjung dapat menyaksikan panorama kota Jogja, Klaten hingga kota Solo. Beberapa kegiatan liburan menyenangkan dapat dilakukan ketika liburan di Green Village Gunungkidul. Sepanjang jalan setapak berawal dari gerbang masuk hingga lokasi puncak, tak perlu heran kalau banyak pengunjung berswafoto di sepanjang jalan. Hal tersebut mengingat pesona alam masih asri, sehingga sangat cocok dijadikan background berswafoto bareng keluarga, teman atau pun bareng pasangan. Tentu saja banyak pengunjung membawa tongkat selfie bahkan ada juga menggunakan pesawat drone demi merekam momen keseruan dan keindahan alam Gunungkidul melalui jepretan kamera.",Taman Hiburan,Yogyakarta,2000,1
82,Kebun Teh Nglinggo,"Wisata Kebun Teh Nglinggo adalah satu-satunya kebun teh yang berada di Yogyakarta. Sebenarnya kebun teh ini merupakan tempat mata pencaharian penduduk di sekitar Pagerhajo. Kemudian warga mempunyai ide untuk menjadikannya sebagai tempat wisata. Dengan pesona alamnya Kebun Teh Nglinggo menjadi objek wisata yang cukup terkenal di Kulon Progo. Kebun Teh Nglinggo terletak di wilayah Perbukitan Menoreh. Lokasinya di Desa Wisata Nglinggo, Nglinggo Barat, Pagerharjo, Samigaluh, Kabupaten Kulon Progo, DIY. Wisata ini menawarkan objek wisata berupa hamparan perkebunan teh dengan luas sekitar 136 hektare di ketinggian 900-1000 mdpl . Di sana pengunjung dapat melihat para pemetik daun teh dan dapat pula ikut memanen daun teh. Jika kurang puas pengunjung juga dapat naik hingga Puncak Kendeng Gunung Kukusan, dan akan dimanjakan dengan pemandangan alam yang memikat mata juga udara sejuk pegunungan yang masih alami . Dari puncak tersebut pengunjung akan disajikan dengan pemandangan delapan gunung besar yang ada di Jogja dan Jawa Tengah . Pengunjung juga bisa menjelajahi Kebun Teh Nglinggo dengan jeep ataupun motor trail. Meskipun buka dari pukul 06.00-18.00 WIB, tetapi Kebun Teh Nglinggo dapat dijadikan objek wisata untuk berburu sunrise. Karena pengunjung dapat bermalam di home stay sekitar. Untuk harga tiket masuk objek wisata Kebun Teh Nglinggo sebesar Rp 5000 per orang.",Cagar Alam,Yogyakarta,6000,2
83,Geoforest Watu Payung Turunan,"Bagi para pemburu keindahan matahari terbit yang tinggal atau berdomisili di Yogyakarta dan sekitarnya, Geoforest Watu Payung Turunan merupakan tujuan yang tepat. Keindahan matahari terbit, panorama alam, dan keunikan ornamen merupakan perpaduan sempurna yang tersaji di Geoforest Watu Payung Turunan. Tak hanya untuk memotret, obyek wisata ini juga pas untuk sekadar bersantai menikmati indahnya pagi.",Cagar Alam,Yogyakarta,0,2
84,Pantai Timang,"Pantai Timang adalah objek wisata berupa pantai yaitu wilayah yang menjadi batas antara lautan dan daratan yang terletak di Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta. Pantai Timang merupakan salah satu pantai di yogyakarta yang pasirnya berwarna putih. Pantai Timang terletak di antara Pantai Siung dan Pantai Sundak Gunungkidul. Aksesn menuju pantai ini cukup sulit, jalan ke arah pantai ini masih banyak yang belum diaspal karena lokasi pantai ini cukup terpencil. Keunikan pantai ini ialah terdapat sebuah pulau yang menjadi habitat lobster laut diseberang pantai.",Bahari,Yogyakarta,10000,3
85,Puncak Segoro,"Puncak Segoro menjadi destinasi wisata terbaru di Yogyakarta yang menawarkan sajian pesona sunset yang mempesona. Puncak Segoro Jogja sendiri berlokasi di pinggir pantai selatan Yogyakarta. Kenapa di beri nama Puncak Segoro, Karena lokasinya berada di atas lautan dengan lanscape pemandangan alam yang luar biasa. Berupa tebing tinggi yang menghadap ke laut kidul membuat keindahan panorama yang di sajikan begitu istimewa.",Cagar Alam,Yogyakarta,5000,1
86,Candi Borobudur,"Borobudur (bahasa Jawa: ꦕꦤ꧀ꦝꦶ​ꦧꦫꦧꦸꦝꦸꦂ, translit. Candhi Barabudhur) adalah sebuah candi Buddha yang terletak di Borobudur, Magelang, Jawa Tengah, Indonesia. Candi ini terletak kurang lebih 100 km di sebelah barat daya Semarang, 86 km di sebelah barat Surakarta, dan 40 km di sebelah barat laut Yogyakarta. Candi berbentuk stupa ini didirikan oleh para penganut agama Buddha Mahayana sekitar tahun 800-an Masehi pada masa pemerintahan wangsa Syailendra. Borobudur adalah candi atau kuil Buddha terbesar di dunia, sekaligus salah satu monumen Buddha terbesar di dunia.\nMonumen ini terdiri atas enam teras berbentuk bujur sangkar yang di atasnya terdapat tiga pelataran melingkar, pada dindingnya dihiasi dengan 2.672 panel relief dan aslinya terdapat 504 arca Buddha. Borobudur memiliki koleksi relief Buddha terlengkap dan terbanyak di dunia. Stupa utama terbesar teletak di tengah sekaligus memahkotai bangunan ini, dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang di dalamnya terdapat arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra (sikap tangan) Dharmachakra mudra (memutar roda dharma).\nMonumen ini merupakan model alam semesta dan dibangun sebagai tempat suci untuk memuliakan Buddha sekaligus berfungsi sebagai tempat ziarah untuk menuntun umat manusia beralih dari alam nafsu duniawi menuju pencerahan dan kebijaksanaan sesuai ajaran Buddha. Para peziarah masuk melalui sisi timur dan memulai ritual di dasar candi dengan berjalan melingkari bangunan suci ini searah jarum jam, sambil terus naik ke undakan berikutnya melalui tiga tingkatan ranah dalam kosmologi Buddha. Ketiga tingkatan itu adalah Kāmadhātu (ranah hawa nafsu), Rupadhatu (ranah berwujud), dan Arupadhatu (ranah tak berwujud). Dalam perjalanannya para peziarah berjalan melalui serangkaian lorong dan tangga dengan menyaksikan tak kurang dari 1.460 panel relief indah yang terukir pada dinding dan pagar langkan.\nMenurut bukti-bukti sejarah, Borobudur ditinggalkan pada abad ke-14 seiring melemahnya pengaruh kerajaan Hindu dan Buddha di Jawa serta mulai masuknya pengaruh Islam. Dunia mulai menyadari keberadaan bangunan ini sejak ditemukan 1814 oleh Sir Thomas Stamford Raffles, yang saat itu menjabat sebagai Gubernur Jenderal Inggris atas Jawa. Sejak saat itu Borobudur telah mengalami serangkaian upaya penyelamatan dan pemugaran (perbaikan kembali). Proyek pemugaran terbesar digelar pada kurun waktu 1975 hingga 1982 atas upaya Pemerintah Republik Indonesia dan UNESCO, kemudian situs bersejarah ini masuk dalam daftar Situs Warisan Dunia.Borobudur kini masih digunakan sebagai tempat ziarah keagamaan; tiap tahun umat Buddha yang datang dari seluruh Indonesia dan mancanegara berkumpul di Borobudur untuk memperingati Trisuci Waisak. Dalam dunia pariwisata, Borobudur adalah objek wisata tunggal di Indonesia yang paling banyak dikunjungi wisatawan.",Budaya,Yogyakarta,50000,3
87,Candi Ijo,"Candi Ijo (bahasa Jawa: ꦕꦤ꧀ꦝꦶ​ꦆꦗꦺꦴ, translit. Candhi Ijo) adalah sebuah kompleks percandian bercorak Hindu, berada 4 kilometer arah tenggara dari Candi Ratu Boko atau kira-kira 18 kilometer di sebelah timur kota Yogyakarta. Candi ini diperkirakan dibangun antara kurun abad ke-10 sampai dengan ke-11 Masehi pada saat zaman Kerajaan Medang periode Mataram.",Budaya,Yogyakarta,5000,3
88,Pantai Indrayanti,"Pantai Indrayanti menawarkan keindahan alam yang menakjubkan. Hamparan pasir dan birunya laut menjadi pesona yang tiada dua. Pantai Indrayanti merupakan salah satu tempat wisata Yogyakarta yang menjadi rekomendasi bagi wisatawan. Jika kamu merasa jenuh di Malioboro, pantai ini bisa menjadi pilihannya.",Bahari,Yogyakarta,10000,2
89,Pantai Nglambor,"Pantai Nglambor adalah sebuah pantai eksotis yang terletak di Kelurahan Purwodadi, Kecamatan Tepus, Gunung Kidul, Daerah Istimewa Yogyakarta. Lokasinya persis di sebelah barat dari Pantai Siung dan sebelah timur dari Pantai Jogan. Jaraknya kurang lebih 74 km dari pusat kota Jogja, pantai ini menawarkan panorama pantai yang indah. Terdapat dua batu karang besar yang menyerupai kura-kura persis di depan teluknya.\nAir lautnya yang jernih menjadikan pengunjung bisa dengan leluasa melihat karang, rumput laut, ikan dengan berbagai warna berkejaran, dan aneka biota laut lainnya dari permukaan air. Para pengunjung pun bisa melakukan snorkeling dan berenang di pantai ini tanpa harus khawatir tergulung ombak besar karena memang lokasinya pantainya yang berada di teluk.Seringkali pengunjung berasal dari luar kota bahkan luar negeri, seperti turis dari Belanda, Prancis dan Singapura",Bahari,Yogyakarta,10000,2
90,Pasar Beringharjo,"Pasar Beringharjo (bahasa Jawa: ꦥꦱꦂꦧꦼꦫꦶꦁꦲꦂꦗ, translit. Pasar Beringharjo) adalah pasar tertua dengan nilai historis dan filosofis yang tidak dapat dipisahkan dengan Keraton Yogyakarta. Beringharjo memiliki makna harafiah hutan pohon beringin yang diharapkan memberikan kesejahteraan bagi warga Yogyakarta. Pasar Beringharjo terletak di Jalan Jenderal Ahmad Yani nomor 16, Yogyakarta. Ada banyak jenis barang yang dapat dibeli di Pasar Beringharjo, mulai dari batik, jajanan pasar, uang kuno, pakaian anak dan dewasa, makanan cepat saji, bahan dasar jamu tradisional, sembako hingga barang antik.",Pusat Perbelanjaan,Yogyakarta,0,2
91,Museum Ullen Sentalu,"Museum Ullen Sentalu, (bahasa Jawa: ꦩꦸꦱꦶꦪꦸꦩ꧀​ꦈꦭ꧀ꦭꦺꦤ꧀​ꦱꦼꦤ꧀ꦠꦭꦸ, translit. Musiyum Ullèn Sentalu) terletak di Kecamatan Pakem (Kaliurang), Kabupaten Sleman, Daerah Istimewa Yogyakarta, adalah museum yang menampilkan budaya dan kehidupan para bangsawan Dinasti Mataram (Kasunanan Surakarta, Kesultanan Yogyakarta, Praja Mangkunegaran, dan Kadipaten Pakualaman) beserta koleksi bermacam-macam batik (baik gaya Yogyakarta maupun Surakarta).\nMuseum ini juga menampilkan tokoh raja-raja beserta permaisurinya dengan berbagai macam pakaian yang dikenakan, baik untuk acara formal maupun untuk keseharian. \nNama Ullen Sentalu merupakan akronim dari bahasa Jawa: “ULating bLENcong SEjatiNe TAtaraning LUmaku” yang artinya adalah “Nyala lampu blencong sebagai petunjuk bagi umat manusia dalam melangkah dan meniti kehidupan”. Falsafah ini diambil dari sebuah lampu minyak yang dipergunakan dalam pertunjukkan wayang kulit (blencong) yang merupakan cahaya yang selalu bergerak untuk mengarahkan dan menerangi perjalanan hidup kita. Museum ini didirikan oleh salah seorang bangsawan Yogyakarta yang dikenal sangat dekat dengan keluarga keraton Surakarta dan Yogyakarta.\nDi Museum Ullen Sentalu, dapat diketahui bagaimana para leluhur Jawa membuat batik yang memiliki arti dan makna yang mendalam di dalam setiap coraknya. Ada juga berbagai sejarah mengenai keadaan budaya Jawa dari masa Mataram Kuno hingga Mataram Islam dengan segala aturannya. Keadaan museum yang dibangun dengan baik mampu membuat pengunjung seperti terserap ke masa Jawa kuno yang mengagumkan.",Budaya,Yogyakarta,100000,3
92,Museum Gunung Merapi,"Museum Gunung Merapi (bahasa Jawa: ꧋ꦩꦸꦱꦶꦪꦸꦩ꧀​ ꦒꦸꦤꦸꦁ​ ꦩꦼꦫꦥꦶ꧉, translit. Musiyum Gunung Merapi) merupakan museum bersejarah yang terdapat di Yogyakarta tepatnya di Jln. Boyong, Dusun Banteng, Desa Hargobinangun, Kecamatan Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta sekitar lima kilometer dari kawasan objek wisata Kaliurang. Museum Gunung Merapi telah diresmikan pada tanggal 1 Oktober 2009 oleh Menteri Energi dan Sumber Daya Mineral (ESDM), Purnomo Yusgiantoro.\nDengan luas bangunan sekitar 4,470 yang berdiri di atas tanah seluas 3,5 hektare, museum yang ke depan juga akan dilengkapi dengan taman, area parkir, dan plasa ini ingin dikenal masyarakat sebagai Museum Gunungapi Merapi dengan semboyan Merapi Jendela Bumi .\nMuseum Gunung Merapi ini dapat dijadikan sebagai sarana pendidikan, penyebarluasan informasi aspek kegunungapian khususnya dan kebencanaan geologi lainnya yang bersifat rekreatif-edukatif untuk masyarakat luas dengan tujuan untuk memberikan wawasan dan pemahaman tentang aspek ilmiah, maupun sosial-budaya dan lain-lain yang berkaitan dengan gunungapi dan sumber kebencanaan geologi lainnya. Museum Gunungapi ini diharapkan dapat menjadi solusi alternatif sebagai sarana yang sangat penting dan potensial sebagai pusat layanan informasi kegunungapian dalam upaya mencerdaskan kehidupan masyarakat, serta sebagai media dalam meningkatkan kesadaran dan kewaspadaan masyarakat tentang manfaat dan ancaman bahaya letusan gunungapi serta bencana geologi lainnya .",Budaya,Yogyakarta,10000,2
93,Pantai Parangtritis,"Pantai Parangtritis (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ ꦥꦫꦁꦠꦿꦶꦠꦶꦱ꧀, translit. Pasisir Parangtritis) adalah tempat wisata yang terletak di Desa Parangtritis, Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta. Jaraknya kurang lebih 27 km dari pusat Kota Yogyakarta. Pantai ini boleh terbilang adalah salah satu destinasi wisata terkenal di Yogyakarta dan paling favorit diantara para wisatawan sejak lama, bahkan Pantai Parangtritis telah menjadi ikon pariwisata di Yogyakarta. Pantai Parangtritis mempunyai nilai simbolis yang merupakan garis yang bersifat magis yang menghubungkan Panggung Krapyak, Keraton Yogyakarta, Tugu Yogyakarta dan Gunung Merapi yang dikenal sebagai Garis Imajiner Yogyakarta.\nPantai yang terletak di sisi timur Pantai Parangkusumo ini terkenal diantara para wisatawan karena memiliki legenda yang melekat dengan Ratu Kidul sebagai penguasa laut selatan dan keindahannya. Pantai ini merupakan pantai yang cukup luas di Yogyakarta, berbeda dengan pantai-pantai di kawasan Yogyakarta lainya seperti Pantai di Gunungkidul yang ukurannya relatif kecil.",Bahari,Yogyakarta,10000,2
94,Goa Pindul,"Gua Pindul adalah objek wisata berupa gua yang terletak di Desa Bejiharjo, Kecamatan Karangmojo, Kabupaten Gunungkidul. Gua Pindul dikenal karena cara menyusuri gua yang dilakukan dengan menaiki ban pelampung di atas aliran sungai bawah tanah di dalam gua, kegiatan ini dikenal dengan istilah cave tubing.",Cagar Alam,Yogyakarta,40000,2
95,Candi Ratu Boko,"Situs Ratu Baka atau Candi Boko (Hanacaraka:ꦕꦤ꧀ꦝꦶ​ꦫꦠꦸ​ꦧꦏ, bahasa Jawa: Candhi Ratu Baka) adalah situs purbakala yang merupakan kompleks sejumlah sisa bangunan yang berada kira-kira 3 km di sebelah selatan dari kompleks Candi Prambanan, 18 km sebelah timur Kota Yogyakarta atau 50 km barat daya Kota Surakarta, Jawa Tengah, Indonesia. Situs Ratu Boko terletak di sebuah bukit pada ketinggian 196 meter dari permukaan laut. Luas keseluruhan kompleks adalah sekitar 25 ha.",Budaya,Yogyakarta,75000,3
96,Pantai Depok Jogja,"Pantai Depok (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ ꦝꦺꦥꦺꦴꦏ꧀, translit. Pasisir Dhépok) merupakan objek wisata pantai yang terletak di Kecamatan Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta, sekitar tiga puluh kilometer di sebelah selatan Kota Yogyakarta. Pantai ini terkenal akan pasar ikannya yang ikannya merupakan hasil tangkapan nelayan Pantai Depok.",Bahari,Yogyakarta,10000,1
97,Pantai Sundak,"Pantai Sundak merupakan salah satu pantai indah yang berada di Gunung Kidul tepatnya di dekat Pantai Indrayanti. Pantai ini berpasir putih dan memilii air yang masih bersih, bening, dan menyegarkan. Tetapi ombak di Pantai Sundak ini sangat besar, jadi jika anda ingin bermain air di Pantai Sundak diharapkan untuk berhati-hati. Selain bermain air anda juga bisa berjalan-jalan di tepi pantai sambil menikmati keindahan pantai ini. Jika anda berjalan di tepi pantai sampai sejauh 40 meter anda akan menemukan batu-batu karang kecil berjajar dan batu-batu karang tersebut adalah tempat persembunyian hewan-hewan laut yang kecil, tetapi harus tetap berhati-hati karena batu karang tersebut begitu tajam.",Bahari,Yogyakarta,5000,2
98,Hutan Mangrove Kulon Progo,Di sini ada kawasan wisata Hutan Mangrove Kulon Progo yang menyajikan keindahan alamnya. hutan Mangrove  ini memberikan pesona tersendiri selain pantai Glagah yang sudah menjadi primadona di Kulon Progo ini. Letak lokasi hutan mangrove  Kulon Progo ini sejatinya sudah masuk ke kawasan Pasir Mendit Kecamatan Temon Kulon Progo.,Bahari,Yogyakarta,5000,0
99,Jogja Bay Pirates Adventure Waterpark,"Jogja Bay Waterpark atau Jogja Bay (bahasa Jawa: ꦠꦼꦭꦸꦏ꧀ꦔꦪꦺꦴꦒꦾ 'Teluk Ngayogya') adalah salah satu taman wisata air atau waterpark terbesar di Asia Tenggara yang berlokasi di Yogyakarta, Indonesia. Taman wisata air ini dibuka secara resmi pada 20 Desember 2015.",Taman Hiburan,Yogyakarta,150000,2
100,Pantai Sepanjang,"Siapa sangka, ternyata Yogyakarta pun punya “Kuta”-nya sendiri Ialah Pantai Sepanjang, salah satu pantai di Kabuaten Gunungkidul. Daerah yang satu ini memang memiliki koleksi pantai cantik yang tak terhitung jumlahnya. Bahkan pantai ini digadang-gadang sebagai ‘Kuta Tempo Doeloe‘. Memang, pesona seperti apa yang ditawarkan pantai ini?",Bahari,Yogyakarta,10000,2
101,Pantai Krakal,"Pantai krakal merupakan pantai strategis untuk singgah, selain bisa menikmati panorama laut, wisatawan juga bisa mencicipi kuliner laut. Terdapat icon berupa bangunan berbentuk ikan diatas bukit yang sering dijadikan tempat foto.",Bahari,Yogyakarta,10000,2
102,Pantai Glagah,Pantai Glagah Indah adalah salah satu pantai yang menjadi objek wisata di provinsi Daerah Istimewa Yogyakarta. Pantai Glagah Indah merupakan salah satu pantai di Yogyakarta dengan hamparan pasir yang berwarna hitam dan banyak mengandung pasir besi. Pantai Glagah Indah memiliki akses yang baik,Bahari,Yogyakarta,5000,2
